2.126390E-02,1.335927E-03,1.981692E-03
1.461008E-04,2.531779E-04,3.756093E-04
2.792218E-03,3.473788E-04,5.153383E-04
5.302087E-03,4.299184E-04,6.378195E-04
8.344441E-04,2.816606E-04,4.178532E-04
3.537189E-03,3.714568E-04,9.990000E+02
4.970550E-02,1.269869E-02,1.883786E-02
1.656912E-02,9.645027E-04,1.430841E-03
4.354133E-03,3.979684E-04,5.903891E-04
4.073008E-04,2.644590E-04,3.923478E-04
7.193123E-04,2.773693E-04,4.114992E-04
3.992189E-04,2.641699E-04,3.919200E-04
1.059656E-04,2.519489E-04,3.738077E-04
3.849513E-04,2.637495E-04,3.912988E-04
4.679985E-04,2.670200E-04,3.961423E-04
1.202028E-03,2.949592E-04,4.375797E-04
1.011310E-01,2.100000E+01,2.100000E+01
7.247702E-02,1.769309E-01,2.424600E-01
2.038231E-04,2.556814E-04,3.793214E-04
5.899511E-02,3.303969E-02,4.901161E-02
9.759221E-04,2.869772E-04,4.257284E-04
2.512888E-04,2.575293E-04,3.820955E-04
5.744863E-04,2.715370E-04,9.990000E+02
5.307364E-04,2.697069E-04,9.990000E+02
2.980312E-04,2.598208E-04,3.854691E-04
2.238657E-04,2.564700E-04,3.804977E-04
1.618262E-03,9.990000E+02,4.585663E-04
2.947760E-04,2.596546E-04,3.852215E-04
1.077587E-04,9.990000E+02,3.738931E-04
1.995712E-02,1.218913E-03,1.808261E-03
1.403884E-04,9.990000E+02,3.755178E-04
9.896323E-04,2.874022E-04,4.263706E-04
7.033181E-02,1.390391E-01,1.905401E-01
6.022381E-02,3.810597E-02,5.652899E-02
2.485807E-03,3.375754E-04,5.007966E-04
4.315726E-02,7.067493E-03,1.048424E-02
2.271321E-03,3.305579E-04,4.903833E-04
2.296027E-04,2.567291E-04,3.808795E-04
8.639705E-02,1.541601E+00,2.112469E+00
8.695232E-02,1.731750E+00,2.373108E+00
3.405478E-04,2.616000E-04,3.881055E-04
1.994872E-03,3.215292E-04,4.769998E-04
3.688126E-02,4.200699E-03,6.231579E-03
1.263415E-02,7.357869E-04,1.091529E-03
4.726620E-04,2.674594E-04,3.967954E-04
2.663488E-04,2.584783E-04,3.834833E-04
9.397935E-04,2.856688E-04,4.238083E-04
2.312943E-02,1.522099E-03,2.257889E-03
6.766641E-02,9.684350E-02,1.435149E-01
1.929530E-03,3.193593E-04,4.737599E-04
2.515179E-04,2.577685E-04,3.824299E-04
1.859899E-02,1.109771E-03,1.646308E-03
2.045978E-04,2.557087E-04,3.793788E-04
5.640648E-03,4.417453E-04,6.553131E-04
1.345306E-02,7.787009E-04,1.155177E-03
5.434313E-02,2.008801E-02,2.979949E-02
1.174346E-02,6.908360E-04,1.024839E-03
1.623238E-02,9.433127E-04,1.399290E-03
1.055843E-03,2.898319E-04,4.299782E-04
1.537453E-02,8.887005E-04,1.318298E-03
2.651162E-03,3.428502E-04,5.086122E-04
1.010519E-01,2.100000E+01,2.100000E+01
1.375092E-03,3.009400E-04,4.464692E-04
1.043881E-01,2.100000E+01,2.100000E+01
3.412744E-02,9.990000E+02,5.044409E-03
3.972913E-02,5.299406E-03,7.861094E-03
3.857574E-03,3.819212E-04,5.665853E-04
2.597812E-03,3.408796E-04,5.057150E-04
3.422862E-03,3.676308E-04,5.453691E-04
2.309530E-04,2.568268E-04,3.810463E-04
5.773278E-02,2.885430E-02,4.280300E-02
1.282226E-04,2.526396E-04,3.748283E-04
4.210113E-03,3.932881E-04,5.834572E-04
7.989618E-02,4.818092E-01,6.602620E-01
7.520169E-02,2.477495E-01,3.395029E-01
1.950326E-04,2.554592E-04,3.789977E-04
4.529725E-04,2.666688E-04,3.956468E-04
3.823138E-02,4.701499E-03,6.974585E-03
1.296061E-04,2.528208E-04,3.750876E-04
8.546849E-04,2.823381E-04,4.188398E-04
5.762685E-03,4.459993E-04,6.616275E-04
1.894965E-04,2.550492E-04,3.784092E-04
1.088524E-02,6.503983E-04,9.648291E-04
2.438772E-03,3.360866E-04,4.985998E-04
3.783456E-02,4.543497E-03,6.740161E-03
2.339777E-04,2.569537E-04,3.812049E-04
2.963490E-04,2.596099E-04,3.851691E-04
3.141310E-03,3.586999E-04,5.321377E-04
1.708463E-03,3.120640E-04,4.629407E-04
1.533357E-04,9.990000E+02,3.762383E-04
5.207440E-04,2.693600E-04,3.996097E-04
1.222044E-03,2.955935E-04,4.385388E-04
7.933539E-04,2.799999E-04,4.153852E-04
4.745560E-04,2.673582E-04,3.966287E-04
1.147597E-02,6.775591E-04,9.990000E+02
3.947523E-04,2.639189E-04,3.915479E-04
1.914741E-02,1.153900E-03,1.711795E-03
4.136156E-03,3.910240E-04,5.800685E-04
1.907533E-02,1.147208E-03,1.701819E-03
2.409610E-02,1.629494E-03,2.417282E-03
4.344723E-03,3.976909E-04,5.899383E-04
1.413438E-04,2.532180E-04,3.756876E-04
2.475683E-03,3.368780E-04,4.997700E-04
1.081700E-04,2.519896E-04,3.738935E-04
9.939314E-02,2.100000E+01,2.100000E+01
1.260459E-04,9.990000E+02,3.747883E-04
1.587273E-02,9.205810E-04,1.365619E-03
3.077478E-02,2.637443E-03,3.912568E-03
2.131800E-03,3.260854E-04,4.837386E-04
6.437036E-02,6.265576E-02,9.294398E-02
1.088515E-04,2.520530E-04,3.739596E-04
6.339056E-02,5.551995E-02,8.236788E-02
4.594055E-03,4.060798E-04,6.024300E-04
2.185556E-02,1.393291E-03,2.066975E-03
2.455815E-04,2.573987E-04,3.818948E-04
8.870054E-03,5.627138E-04,8.347967E-04
3.915909E-02,5.064427E-03,7.512990E-03
7.341473E-03,5.031395E-04,7.464176E-04
1.826068E-02,1.084874E-03,1.609401E-03
2.178871E-04,2.561472E-04,9.990000E+02
2.796100E-04,2.588882E-04,3.840696E-04
7.770387E-04,2.795605E-04,4.147379E-04
7.849041E-02,3.883664E-01,5.321873E-01
1.518286E-02,8.771852E-04,1.301349E-03
1.355043E-03,2.999836E-04,4.450276E-04
1.646307E-02,9.576988E-04,1.420790E-03
2.581010E-04,2.582298E-04,9.990000E+02
7.052866E-04,2.768374E-04,4.106963E-04
1.418797E-03,9.990000E+02,9.990000E+02
2.129832E-02,1.339033E-03,1.986461E-03
1.031156E-01,2.100000E+01,2.100000E+01
5.462899E-03,4.356296E-04,6.462574E-04
2.695947E-04,2.585404E-04,3.835666E-04
5.156077E-03,4.251373E-04,6.306990E-04
9.754722E-02,2.100000E+01,2.100000E+01
5.045545E-02,1.365268E-02,2.025308E-02
2.460026E-04,2.573995E-04,3.819098E-04
8.039558E-03,5.299077E-04,7.861180E-04
5.329233E-04,2.699772E-04,9.990000E+02
6.048654E-02,3.929999E-02,5.830159E-02
8.827739E-03,5.609561E-04,8.321895E-04
2.240805E-02,1.448397E-03,2.148810E-03
1.403201E-02,8.094977E-04,1.200897E-03
7.598216E-04,2.789474E-04,4.138432E-04
2.787255E-04,2.587310E-04,3.838374E-04
1.389862E-02,8.026767E-04,1.190754E-03
2.879900E-04,2.592473E-04,3.846024E-04
2.674178E-02,1.966599E-03,2.917489E-03
7.705516E-02,3.172350E-01,4.347268E-01
2.972110E-03,3.530560E-04,5.237608E-04
9.687295E-04,2.866498E-04,4.252666E-04
3.556914E-03,9.990000E+02,5.519769E-04
5.922310E-03,4.515775E-04,6.699256E-04
1.633701E-03,3.095475E-04,4.592371E-04
3.261233E-04,9.990000E+02,3.872331E-04
1.932923E-03,3.195342E-04,4.740379E-04
5.091437E-04,2.689283E-04,3.989702E-04
4.118796E-02,5.984152E-03,8.877583E-03
3.284284E-04,2.612094E-04,3.875316E-04
9.565959E-03,5.919301E-04,8.780709E-04
1.835657E-02,9.990000E+02,1.618580E-03
3.863399E-02,4.849954E-03,7.195109E-03
2.266733E-02,1.475407E-03,2.188600E-03
2.861274E-02,2.252382E-03,3.341389E-03
1.479066E-03,3.044558E-04,9.990000E+02
1.488895E-03,9.990000E+02,4.519165E-04
3.664372E-04,2.627898E-04,3.898798E-04
1.502860E-02,8.683310E-04,1.288181E-03
2.048665E-04,2.557883E-04,3.794856E-04
1.110008E-03,2.916909E-04,4.327310E-04
6.649984E-02,8.275881E-02,1.227680E-01
2.192160E-04,2.564569E-04,3.804801E-04
1.283637E-03,2.976542E-04,4.415707E-04
6.548604E-02,7.265296E-02,1.077799E-01
5.539043E-03,4.382594E-04,6.501507E-04
7.153288E-04,2.770985E-04,4.110796E-04
8.625853E-03,9.990000E+02,8.203652E-04
6.377454E-03,4.676310E-04,6.937091E-04
1.293541E-02,7.507136E-04,1.113675E-03
7.927128E-02,4.365395E-01,5.982248E-01
2.929933E-04,2.596574E-04,3.852191E-04
1.884366E-03,3.179933E-04,4.717530E-04
2.406041E-03,3.346885E-04,4.965045E-04
8.600739E-04,2.827453E-04,4.194591E-04
5.239981E-03,4.278692E-04,6.347557E-04
2.012306E-04,2.555099E-04,3.790889E-04
2.266570E-04,2.567776E-04,3.809379E-04
5.828054E-03,4.480366E-04,6.646872E-04
6.169375E-02,4.526663E-02,6.715095E-02
4.964271E-03,4.188152E-04,6.213198E-04
9.290219E-03,5.806557E-04,9.990000E+02
3.083980E-03,3.567159E-04,5.291790E-04
1.063752E-02,6.384727E-04,9.471567E-04
1.246339E-04,2.524282E-04,3.745241E-04
6.497045E-04,2.747684E-04,4.076394E-04
3.978810E-03,3.856191E-04,5.720591E-04
6.419781E-03,4.693979E-04,6.963985E-04
1.018530E-03,2.883863E-04,4.278400E-04
8.666935E-04,2.828199E-04,4.195845E-04
2.614189E-02,1.884901E-03,2.795990E-03
1.438396E-04,2.531849E-04,3.756297E-04
1.099699E-04,2.521893E-04,3.741851E-04
4.684409E-04,2.671597E-04,3.963574E-04
3.529041E-04,9.990000E+02,3.890265E-04
2.464928E-04,2.576097E-04,3.821998E-04
4.815280E-04,2.678867E-04,3.974292E-04
7.428087E-04,2.782376E-04,4.127817E-04
2.169575E-04,2.563639E-04,3.803461E-04
4.228683E-04,2.651961E-04,3.934461E-04
2.443173E-02,1.669785E-03,2.477057E-03
7.337033E-03,5.030088E-04,7.462109E-04
2.380430E-04,2.570471E-04,3.813487E-04
8.985636E-02,3.423908E+00,4.691973E+00
1.295330E-02,7.518077E-04,1.115268E-03
3.613034E-04,2.624885E-04,3.894285E-04
6.584758E-02,7.611702E-02,1.129147E-01
1.353964E-03,9.990000E+02,4.453986E-04
1.144938E-03,2.929399E-04,4.346093E-04
7.467584E-03,5.079202E-04,7.534990E-04
3.797284E-04,2.634173E-04,3.907755E-04
1.017920E-04,2.516982E-04,3.734585E-04
1.379643E-04,2.531294E-04,3.755492E-04
4.253454E-02,9.990000E+02,9.895497E-03
8.803534E-02,2.202770E+00,3.018596E+00
2.381706E-02,1.598746E-03,2.371681E-03
1.781537E-04,2.544905E-04,3.775671E-04
8.509812E-03,5.483226E-04,8.133997E-04
3.339691E-03,3.649611E-04,5.413797E-04
8.578837E-02,1.356488E+00,1.858848E+00
4.885110E-04,2.681608E-04,3.978283E-04
7.987704E-02,4.793684E-01,6.568987E-01
3.504275E-02,3.653937E-03,5.420382E-03
2.597037E-03,3.410693E-04,9.990000E+02
6.060950E-03,4.561801E-04,6.767096E-04
9.873744E-04,2.871479E-04,4.260088E-04
1.596784E-03,3.082934E-04,4.573804E-04
4.679426E-02,9.730264E-03,1.443484E-02
2.924181E-04,2.595890E-04,3.851363E-04
2.831299E-04,2.590299E-04,9.990000E+02
1.290811E-03,2.979592E-04,9.990000E+02
3.686743E-02,4.213992E-03,6.251507E-03
2.842499E-03,3.488293E-04,5.174900E-04
3.541093E-03,3.714470E-04,5.510370E-04
1.401147E-02,8.085940E-04,1.199505E-03
2.366783E-02,1.580684E-03,2.344971E-03
1.582425E-04,2.540390E-04,3.769070E-04
7.363183E-04,2.780410E-04,9.990000E+02
4.092653E-04,2.646891E-04,3.926692E-04
1.192494E-02,6.997998E-04,9.990000E+02
8.720227E-04,2.830524E-04,4.199221E-04
1.966045E-02,1.195082E-03,1.772978E-03
6.592892E-02,7.667807E-02,1.137510E-01
2.334605E-02,1.545490E-03,2.292639E-03
8.072146E-02,5.473395E-01,7.500490E-01
9.361608E-02,1.025853E+01,1.405755E+01
8.266117E-03,5.385861E-04,7.989945E-04
7.614607E-04,2.789685E-04,4.138866E-04
7.159463E-04,2.772402E-04,4.112799E-04
4.350974E-04,2.658997E-04,3.944791E-04
4.954676E-03,4.181686E-04,6.203597E-04
4.554155E-03,4.050689E-04,6.008979E-04
5.606788E-02,2.409332E-02,3.574023E-02
9.513563E-03,5.902554E-04,8.756480E-04
5.836381E-02,3.067978E-02,4.551379E-02
9.863992E-03,6.044255E-04,8.966481E-04
2.443296E-03,3.361096E-04,4.986193E-04
2.795731E-03,3.473548E-04,9.990000E+02
2.754558E-02,2.083882E-03,3.091297E-03
2.017423E-04,2.557149E-04,3.793787E-04
1.172834E-03,2.939780E-04,4.361362E-04
1.998687E-02,1.221883E-03,1.812507E-03
6.735307E-02,9.251866E-02,1.372527E-01
1.335512E-04,2.529494E-04,3.752805E-04
2.086823E-03,3.244580E-04,4.813091E-04
3.438595E-03,3.682195E-04,5.462482E-04
4.110781E-04,2.648407E-04,3.928985E-04
1.344217E-03,2.997604E-04,4.446699E-04
1.507018E-03,3.050918E-04,4.525849E-04
3.009143E-03,3.540885E-04,5.252770E-04
8.737010E-04,2.833308E-04,9.990000E+02
4.928912E-02,1.226206E-02,1.819013E-02
1.002125E-01,2.100000E+01,2.100000E+01
3.844771E-03,3.815241E-04,5.659760E-04
7.073705E-03,4.932986E-04,7.318232E-04
1.555641E-02,8.999513E-04,1.335082E-03
2.714107E-04,2.586777E-04,3.837815E-04
2.278573E-04,2.565598E-04,3.806443E-04
2.320956E-02,1.531892E-03,2.272582E-03
7.323504E-03,5.026272E-04,7.456399E-04
5.411454E-03,4.337917E-04,6.435183E-04
5.039518E-04,2.687508E-04,3.986981E-04
2.553449E-04,2.577206E-04,3.823328E-04
3.567218E-03,3.725556E-04,5.526998E-04
6.405224E-02,6.009137E-02,8.914287E-02
5.094950E-03,9.990000E+02,6.277725E-04
1.218960E-04,2.526666E-04,3.748786E-04
1.766543E-04,2.546812E-04,3.778331E-04
8.714795E-02,1.806784E+00,2.475889E+00
3.552762E-04,9.990000E+02,3.890140E-04
2.750082E-04,2.585800E-04,3.836595E-04
1.579332E-02,9.150080E-04,1.357422E-03
2.391301E-03,3.344391E-04,4.961495E-04
5.941828E-02,3.484318E-02,5.168879E-02
3.838276E-02,4.764915E-03,7.068377E-03
2.313455E-04,2.568603E-04,3.810620E-04
1.745433E-04,2.545029E-04,3.775919E-04
2.572541E-02,1.830375E-03,2.715299E-03
2.269676E-04,2.564499E-04,3.804688E-04
3.771447E-03,3.789711E-04,5.621995E-04
4.526653E-03,4.039810E-04,5.993071E-04
1.044896E-04,2.520680E-04,3.739777E-04
1.250596E-04,2.526931E-04,3.748918E-04
1.393205E-03,9.990000E+02,4.474551E-04
2.732031E-04,2.587893E-04,3.839265E-04
9.756166E-02,2.100000E+01,2.100000E+01
